,-40,-20,0,20,40
0,3331333133313331333133313331333133313331333133313331333133313331,1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E,0000000000000000000000000000000000000000000000000000000000000000,1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E1E,3331333133313331333133313331333133313331333133313331333133313331
