,-40,-30,-20,-10,0,10,20,30,40
0,3398339833983398339833983398339833983398339833983398339833983398,38E338E338E338E338E338E338E338E338E338E338E338E338E338E338E338E3,1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F,07F807F807F807F807F807F807F807F807F807F807F807F807F807F807F807F8,0000000000000000000000000000000000000000000000000000000000000000,07F807F807F807F807F807F807F807F807F807F807F807F807F807F807F807F8,1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F1E1F,38E338E338E338E338E338E338E338E338E338E338E338E338E338E338E338E3,3398339833983398339833983398339833983398339833983398339833983398
